SP,Anhembi,-48.12743,-22.78954
SP,Águas de Santa Bárbara,-49.23944,-22.88154
SP,Borebi,-48.97143,-22.56954
SP,Ituverava,-47.78142,-20.33954
SP,São Sebastião,-45.41041,-23.76055
SP,Bálsamo,-49.58443,-20.73553
SP,Ariranha,-48.78743,-21.18854
SP,Mirassolândia,-49.46443,-20.61753
SP,Aparecida d&apos,Oeste,-50.88044
SP,Narandiba,-51.52445,-22.40753
SP,Taubaté,-45.55541,-23.02655
SP,Mariápolis,-51.18145,-21.79953
SP,Ribeirão dos Índios,-51.60445,-21.83753
SP,Florínia,-50.73845,-22.90354
SP,Rinópolis,-50.72244,-21.72653
SP,Nova Castilho,-50.34344,-20.76353
SP,Taguaí,-49.40944,-23.45254
SP,Jaguariúna,-46.98642,-22.70655
SP,Lucianópolis,-49.52344,-22.43154
SP,Juquitiba,-47.06843,-23.93255
SP,Espírito Santo do Pinhal,-46.74142,-22.19155
SP,Ribeirão do Sul,-49.93444,-22.78454
SP,Cravinhos,-47.72942,-21.34054
SP,Itápolis,-48.81343,-21.59654
SP,Itaberá,-49.13744,-23.86254
SP,Torrinha,-48.16943,-22.42654
SP,São Luís do Paraitinga,-45.31041,-23.22255
SP,Pirajuí,-49.45744,-21.99954
SP,Mairinque,-47.18342,-23.54655
SP,Braúna,-50.31644,-21.49953
SP,Rubinéia,-51.00244,-20.17953
SP,Alambari,-47.89943,-23.55155
SP,Porangaba,-48.12543,-23.17654
SP,Guararapes,-50.64344,-21.26153
SP,Salto,-47.28742,-23.20155
SP,Pontalinda,-50.52344,-20.44153
SP,Piraju,-49.38444,-23.19454
SP,Mauá,-46.46142,-23.66855
SP,São Paulo,-46.63642120299626,-23.54854965191239
SP,Ipuã,-48.01242,-20.43854
SP,Oscar Bressane,-50.28144,-22.31854
SP,Maracaí,-50.66745,-22.61154
SP,Pirangi,-48.65843,-21.09154
SP,Jeriquara,-47.58942,-20.31154
SP,Sorocaba,-47.45843,-23.50255
SP,Mogi Guaçu,-46.94242,-22.37255
SP,Alto Alegre,-50.16444,-21.58153
SP,Vera Cruz,-49.81944,-22.22054
SP,Ribeirão Preto,-47.81042,-21.17854
SP,Aspásia,-50.73344,-20.15953
SP,Bofete,-48.25843,-23.10254
SP,Cananéia,-47.92744,-25.01555
SP,Ubirajara,-49.66344,-22.52754
SP,Junqueirópolis,-51.43445,-21.51553
SP,Gavião Peixoto,-48.49543,-21.83954
SP,São José da Bela Vista,-47.64042,-20.59354
SP,São Caetano do Sul,-46.55142,-23.62355
SP,Macatuba,-48.71143,-22.50254
SP,Aramina,-47.78642,-20.09054
SP,Pompéia,-50.17244,-22.10954
SP,Três Fronteiras,-50.89044,-20.23553
SP,Iperó,-47.68943,-23.35055
SP,Américo de Campos,-49.73243,-20.29953
SP,Descalvado,-47.61942,-21.90454
SP,Palmares Paulista,-48.80143,-21.08354
SP,Santa Fé do Sul,-50.92644,-20.21153
SP,Lençóis Paulista,-48.80043,-22.59954
SP,Sandovalina,-51.76345,-22.45653
SP,Echaporã,-50.20144,-22.42954
SP,Fernão,-49.52144,-22.35954
SP,Cajamar,-46.87742,-23.35655
SP,Neves Paulista,-49.63043,-20.84653
SP,Itapura,-51.50945,-20.64653
SP,Nova Odessa,-47.29642,-22.77855
SP,Mirante do Paranapanema,-51.90645,-22.29253
SP,Hortolândia,-47.22042,-22.85855
SP,Mira Estrela,-50.13744,-19.97953
SP,Poloni,-49.82444,-20.78553
SP,Lucélia,-51.01945,-21.72053
SP,Adamantina,-51.07345,-21.68553
SP,Santa Lúcia,-48.08443,-21.68554
SP,São Joaquim da Barra,-47.85542,-20.58154
SP,Macedônia,-50.19444,-20.14653
SP,Itapira,-46.82242,-22.43655
SP,São Sebastião da Grama,-46.82142,-21.71154
SP,Parapuã,-50.79344,-21.78353
SP,Riolândia,-49.68143,-19.99053
SP,Piratininga,-49.13544,-22.41354
SP,Catiguá,-49.05843,-21.04954
SP,Pedranópolis,-50.11044,-20.24853
SP,Dracena,-51.53345,-21.48353
SP,Paraibuna,-45.66241,-23.38655
SP,Areiópolis,-48.66543,-22.66854
SP,Pereira Barreto,-51.10944,-20.63853
SP,Taquaritinga,-48.50543,-21.40654
SP,Cotia,-46.91942,-23.60455
SP,Guatapará,-48.03842,-21.49754
SP,Rancharia,-50.89345,-22.22953
SP,Ibirarema,-50.07344,-22.81854
SP,Cesário Lange,-47.95343,-23.22755
SP,Tanabi,-49.64943,-20.62653
SP,Pedrinhas Paulista,-50.79445,-22.81554
SP,Iguape,-47.55543,-24.70855
SP,Restinga,-47.48342,-20.60354
SP,Vargem,-46.41442,-22.88955
SP,Ubatuba,-45.07141,-23.43455
SP,Palmital,-50.21844,-22.78954
SP,Cerquilho,-47.74443,-23.16555
SP,Jacupiranga,-48.00243,-24.69355
SP,Santana da Ponte Pensa,-50.79744,-20.25353
SP,Novais,-48.91943,-20.99254
SP,Arco-Íris,-50.46544,-21.77353
SP,Embu-Guaçu,-46.81142,-23.83255
SP,Taquarivaí,-48.69344,-23.92455
SP,Piracicaba,-47.64943,-22.72554
SP,Panorama,-51.86045,-21.35653
SP,Santana de Parnaíba,-46.91842,-23.44455
SP,Embu,-46.85242,-23.64955
SP,São Vicente,-46.39242,-23.96355
SP,São Bernardo do Campo,-46.56542,-23.69455
SP,Campos Novos Paulista,-50.00344,-22.60354
SP,Cândido Rodrigues,-48.63143,-21.32554
SP,Pardinho,-48.37443,-23.08154
SP,Pirassununga,-47.42642,-21.99654
SP,Angatuba,-48.41343,-23.49054
SP,Pacaembu,-51.26145,-21.56253
SP,Vinhedo,-46.97542,-23.03055
SP,Boa Esperança do Sul,-48.39143,-21.99354
