MG,Governador Valadares,-41.94937,-18.85154,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3127701
RS,São Marcos,-51.06847,-28.97155,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4319000
MG,Espera Feliz,-41.90738,-20.65055,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3124203
GO,Jaupaci,-50.95343,-16.17851,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=5212006
SP,Mongaguá,-46.62942,-24.08755,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3531100
RS,Panambi,-53.50249,-28.29354,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4313904
GO,Varjão,-49.63142,-17.04552,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=5221908
RS,Passo Fundo,-52.40748,-28.26354,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4314100
SP,Guará,-47.82442,-20.42854,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3517703
SP,Cubatão,-46.42542,-23.89555,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3513504
MG,Santa Efigênia de Minas,-42.44838,-18.82754,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3157500
MG,Coimbra,-42.80338,-20.85755,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3116704
PE,Altinho,-36.05931,-8.4905,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2600807
PE,Jucati,-36.48932,-8.7065,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2608255
PA,Bocaiúva do Sul,-49.11544,-25.20655,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4103107
PE,Jaboatão dos Guararapes,-35.0153,-8.11349,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2607901
RS,Caibaté,-54.6385,-28.28853,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4303301
MG,Borda da Mata,-46.16541,-22.27455,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3108305
PI,São Pedro do Piauí,-42.71936,-5.92947,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2210508
AC,Rio Branco,-67.8105087280273,-9.975464820861818,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=1200401
BA,Itaparica,-38.67934,-12.88852,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2916104
RN,Pedra Preta,-36.10531,-5.58348,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2409605
TO,Xambioá,-48.5364,-6.41147,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=1722107
SE,Poço Verde,-38.18333,-10.70851,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2805505
MT,Nova Olímpia,-57.28847,-14.7975,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=5106232
SP,Magda,-50.22644,-20.64453,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3528304
PA,Sulina,-52.72247,-25.70254,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4126652
TO,Abreulândia,-49.15141,-9.62149,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=1700251
SP,Ribeirão Branco,-48.76644,-24.22155,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3543006
MA,São João dos Patos,-43.70237,-6.49548,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2111102
MT,Nova Ubiratã,-55.25545,-12.99149,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=5106240
SP,Nipoã,-49.77844,-20.91353,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=3532702
RN,Extremoz,-35.3073,-5.70648,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=2403608
RS,Gentil,-52.03648,-28.43054,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4308854
SC,Pouso Redondo,-49.93446,-27.25855,http://www.sidra.ibge.gov.br/bda/territorio/infomun.asp?codmun=4213708
